PrimaryPropertyType,Neighborhood,LargestPropertyUseType,ComplianceStatus,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge
LargeOffice,DOWNTOWN,Office,Compliant,1.0,10,135918,0,135918,144570.0,91.0,114.0,6771618.5,193.72,1.43,58
RetailStore,DOWNTOWN,Retail Store,Compliant,1.0,4,79957,0,79957,35694.0,25.0,248.1999969,5171529.0,36.61,0.46,102
LargeOffice,DOWNTOWN,Office,Error - Correct Default Data,1.0,4,127268,0,127268,62512.0,71.0,171.5,7711757.5,148.11,1.16,95
LargeOffice,DOWNTOWN,Office,Compliant,1.0,29,500000,0,500000,411301.0,93.0,141.8999939,19249572.0,131.4,0.26,33
LargeOffice,DOWNTOWN,Office,Compliant,0.0,10,132326,0,132326,92006.0,72.0,163.0,6146691.5,65.2,0.49,90
LargeOffice,DOWNTOWN,Office,Compliant,1.0,6,109830,13200,96630,83485.0,45.0,275.8999939,7335905.5,51.14,0.47,32
LargeOffice,DOWNTOWN,Office,Compliant,1.0,10,130513,0,130513,87391.0,49.0,205.3999939,11792293.0,318.08,2.44,106
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,8,60660,0,60660,41958.0,,173.6999969,2586116.0,18.03,0.3,96
LargeOffice,DOWNTOWN,Office,Compliant,1.0,14,137350,0,137350,124508.0,89.0,129.1999969,6825027.0,202.99,1.48,87
LargeOffice,DOWNTOWN,Office,Compliant,1.0,15,151039,0,151039,125473.0,84.0,0.0,0.0,238.09,1.58,87
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,63540,0,63540,56747.0,72.0,155.3999939,3564626.75,74.83,1.18,110
LargeOffice,DOWNTOWN,Office,Compliant,1.0,10,130893,0,130893,87925.0,80.0,184.8000031,7163323.5,48.54,0.37,89
MixedUseProperty,DOWNTOWN,Office,Compliant,1.0,5,79920,0,79920,39960.0,,117.0,2977095.25,20.98,0.26,106
MixedUseProperty,DOWNTOWN,Retail Store,Compliant,1.0,4,137400,0,137400,44078.0,,305.0,14879755.0,316.2,2.3,108
Other,DOWNTOWN,Parking,Compliant,0.0,4,267335,166960,100375,166960.0,,188.0,7378420.5,147.75,0.55,20
LargeOffice,DOWNTOWN,Office,Compliant,1.0,36,794592,0,794592,748011.0,96.0,111.4000015,27340878.0,216.43,0.27,36
LargeOffice,DOWNTOWN,Office,Compliant,1.0,21,456304,93204,363100,342952.0,74.0,187.0,20421248.0,135.23,0.3,45
LargeOffice,DOWNTOWN,Office,Compliant,1.0,12,115857,15140,100717,104788.0,89.0,141.8000031,4757299.5,33.17,0.29,30
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,87500,17500,70000,70090.0,72.0,199.1000061,4549892.0,31.72,0.36,17
LargeOffice,DOWNTOWN,Office,Compliant,1.0,11,374405,184776,189629,150969.0,72.0,217.1000061,13329024.0,92.92,0.25,18
Other,DOWNTOWN,Other,Compliant,1.0,12,193500,38000,155500,146689.0,,309.0,14436982.0,100.65,0.52,31
LargeOffice,DOWNTOWN,Office,Compliant,1.0,11,102846,0,102846,93879.0,96.0,107.0,6047637.0,281.55,2.74,93
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,52800,0,52800,38880.0,83.0,123.6999969,2500323.75,44.48,0.84,91
Other,EAST,Other,Compliant,1.0,5,206950,97400,109550,206950.0,,272.7000122,19105426.0,249.09,1.2,17
Other,DOWNTOWN,Convention Center,Non-Compliant,1.0,6,1400000,0,1400000,1072000.0,,0.0,0.0,0.0,0.0,26
Other,EAST,Urgent Care/Clinic/Other Outpatient,Compliant,1.0,9,46710,0,46710,46710.0,,229.6000061,4439795.5,130.69,2.8,28
MedicalOffice,EAST,Medical Office,Compliant,1.0,3,266000,104000,162000,162000.0,65.0,244.8000031,14009703.0,201.15,0.76,71
MedicalOffice,EAST,Medical Office,Compliant,1.0,14,690158,407795,282363,270384.0,58.0,245.6999969,21156670.0,147.49,0.21,24
Hotel,LAKE UNION,Hotel,Compliant,1.0,5,109017,29409,79608,109017.0,34.0,205.8000031,9707963.0,243.66,2.24,37
LargeOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,5,275734,38452,237282,228504.0,77.0,225.0,16373232.0,114.14,0.41,35
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,123061,0,123061,123061.0,59.0,50.70000076,1987934.625,13.86,0.11,15
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,1,59090,0,59090,40272.0,45.0,78.90000153,3153949.5,117.11,1.98,53
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,106000,0,106000,106001.0,93.0,22.60000038,763364.5,5.32,0.05,53
LargeOffice,LAKE UNION,Office,Compliant,1.0,3,158600,38400,120200,125779.0,19.0,361.6000061,18471858.0,236.9,1.49,54
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,1,119661,0,119661,118733.0,97.0,20.5,775864.1875,5.44,0.05,56
LargeOffice,LAKE UNION,Office,Compliant,1.0,7,139200,44728,94472,82098.0,81.0,166.1000061,4342597.0,30.27,0.22,15
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,6,95721,33921,61800,95721.0,95.0,103.5,3155171.75,21.36,0.22,32
LargeOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,2.0,5,213283,115228,98055,105563.0,83.0,168.3999939,5661689.5,39.47,0.19,20
SmallandMidSizedOffice,NORTH,Office,Compliant,1.0,5,74880,0,74880,71751.0,56.0,242.1000061,5531460.0,35.8,0.48,42
SmallandMidSizedOffice,NORTH,Office,Compliant,1.0,6,88774,0,88774,85339.0,53.0,233.8000031,6353294.0,42.03,0.47,37
LargeOffice,NORTH,Office,Compliant,1.0,5,122250,0,122250,91281.0,93.0,136.3999939,5535626.0,38.59,0.32,33
SmallandMidSizedOffice,NORTH,Office,Compliant,1.0,4,53730,0,53730,53730.0,20.0,277.2000122,4742869.0,33.06,0.62,37
SmallandMidSizedOffice,DELRIDGE,Office,Compliant,1.0,3,55593,0,55593,55593.0,55.0,190.1999969,4414587.0,93.23,1.68,56
LargeOffice,LAKE UNION,Office,Compliant,1.0,4,134056,60960,73096,72066.0,54.0,213.5,4899096.0,32.73,0.24,34
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,4,86995,28800,58195,58195.0,81.0,162.8000031,3018140.75,20.86,0.24,31
RetailStore,BALLARD,Retail Store,Compliant,1.0,1,164437,0,164437,102653.0,62.0,278.0,19031574.0,326.18,1.98,17
LargeOffice,LAKE UNION,Office,Compliant,1.0,5,184482,66234,118248,118016.0,95.0,153.6000061,5869476.5,40.47,0.22,7
LargeOffice,LAKE UNION,Office,Compliant,1.0,6,139282,52582,86700,79384.0,96.0,117.3000031,3238216.0,22.57,0.16,12
LargeOffice,LAKE UNION,Office,Compliant,1.0,5,271071,98700,172371,168132.0,96.0,133.3000031,7960023.0,61.93,0.23,7
Warehouse,LAKE UNION,Non-Refrigerated Warehouse,Compliant,1.0,5,127800,0,127800,127800.0,56.0,64.69999695,2811924.5,29.53,0.23,102
LargeOffice,LAKE UNION,Office,Compliant,1.0,6,226592,95000,131592,131592.0,49.0,278.0,11812678.0,94.64,0.42,15
LargeOffice,LAKE UNION,Office,Compliant,1.0,4,209816,73673,136143,113803.0,97.0,135.1999969,6917478.5,122.68,0.58,10
LargeOffice,LAKE UNION,Office,Compliant,1.0,6,303103,109905,193198,178628.0,97.0,123.9000015,7554767.0,69.59,0.23,10
MixedUseProperty,LAKE UNION,Non-Refrigerated Warehouse,Compliant,1.0,3,67380,0,67380,29732.0,66.0,99.19999695,3066491.25,74.1,1.1,62
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,5,88062,20826,67236,64752.0,80.0,172.6000061,3558562.5,23.81,0.27,42
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,5,87178,20416,66762,66648.0,69.0,180.8000031,3838006.75,25.32,0.29,44
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,5,87178,20416,66762,66747.0,86.0,174.3000031,3705629.0,24.35,0.28,46
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,5,88000,21600,66400,69691.0,75.0,0.0,0.0,24.29,0.28,45
MedicalOffice,NORTHEAST,Medical Office,Compliant,1.0,4,191276,95281,95995,95995.0,21.0,266.3999939,8422861.0,77.99,0.41,22
Warehouse,SOUTHWEST,Non-Refrigerated Warehouse,Compliant,1.0,4,98475,0,98475,98475.0,83.0,28.89999962,1178591.625,22.44,0.23,19
SupermarketGroceryStore,NORTH,Supermarket/Grocery Store,Compliant,1.0,2,308965,187878,121087,121087.0,78.0,310.8999939,14843382.0,277.98,0.9,21
SupermarketGroceryStore,GREATER DUWAMISH,Supermarket/Grocery Store,Compliant,1.0,1,63225,0,63225,63225.0,100.0,323.8999939,6522551.5,45.47,0.72,8
Other,DELRIDGE,Other - Services,Compliant,0.0,1,113780,0,113780,91532.0,,64.09999847,4021869.0,121.98,1.07,61
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,243044,0,243044,325424.0,100.0,9.0,1396082.25,41.8,0.17,17
Other,LAKE UNION,Parking,Compliant,1.0,3,280252,156312,123940,156312.0,,291.8999939,11521702.0,80.32,0.29,15
Other,MAGNOLIA / QUEEN ANNE,Other,Compliant,1.0,3,66462,12998,53464,72000.0,,299.8999939,6876439.5,47.94,0.72,64
RetailStore,NORTHWEST,Retail Store,Compliant,1.0,1,131387,0,131387,107931.0,72.0,234.0,8949319.0,110.46,0.84,19
Warehouse,NORTHWEST,Non-Refrigerated Warehouse,Compliant,1.0,3,94400,0,94400,67155.0,38.0,33.70000076,800622.875,10.24,0.11,17
Other,NORTHWEST,Strip Mall,Compliant,6.0,1,111900,0,111900,124231.0,,193.0,10079993.0,226.43,2.02,52
SupermarketGroceryStore,NORTHWEST,Wholesale Club/Supercenter,Compliant,0.0,1,144776,0,144776,144776.0,56.0,249.1000061,13827966.0,237.39,1.64,32
LargeOffice,LAKE UNION,Office,Compliant,1.0,3,124071,28645,95426,96504.0,73.0,162.3999939,4991360.5,34.9,0.28,28
SmallandMidSizedOffice,LAKE UNION,Office,Compliant,1.0,4,90000,36528,53472,90000.0,84.0,136.0,3897738.0,27.17,0.3,16
SmallandMidSizedOffice,LAKE UNION,Office,Compliant,1.0,3,96041,33709,62332,62232.0,70.0,273.10000610000003,5413418.0,37.74,0.39,15
LargeOffice,LAKE UNION,Office,Compliant,1.0,3,280957,114829,166128,152579.0,96.0,211.3000031,11325513.0,94.47,0.34,17
LargeOffice,LAKE UNION,Office,Compliant,1.0,4,243334,103032,140302,138995.0,89.0,187.3999939,8651835.0,85.01,0.35,17
LargeOffice,GREATER DUWAMISH,Office,Compliant,1.0,5,390295,121375,268920,243018.0,95.0,99.30000305,7683885.0,53.57,0.14,34
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,2,90000,0,90000,70000.0,87.0,46.70000076,1468317.375,17.17,0.19,49
RetailStore,GREATER DUWAMISH,Retail Store,Compliant,1.0,1,50200,0,50200,50200.0,,46.09999847,1193084.5,32.22,0.64,50
SmallandMidSizedOffice,BALLARD,Office,Compliant,1.0,6,94033,6200,87833,53993.0,,134.5,5055586.0,120.24,1.28,91
Warehouse,BALLARD,Non-Refrigerated Warehouse,Compliant,1.0,2,63240,0,63240,63240.0,100.0,7.400000095,272913.6875,8.15,0.13,75
SelfStorageFacility,MAGNOLIA / QUEEN ANNE,Self-Storage Facility,Compliant,1.0,4,130293,23400,106893,130293.0,,11.19999981,465533.3125,3.25,0.02,28
Warehouse,MAGNOLIA / QUEEN ANNE,Non-Refrigerated Warehouse,Compliant,1.0,4,106041,0,106041,106041.0,94.0,27.0,1254908.5,25.58,0.24,19
SelfStorageFacility,MAGNOLIA / QUEEN ANNE,Self-Storage Facility,Compliant,1.0,3,94470,0,94470,94470.0,,22.89999962,1187738.375,33.18,0.35,60
LargeOffice,DOWNTOWN,Office,Compliant,1.0,10,181694,38186,143508,150840.0,88.0,159.6999969,7783714.5,53.25,0.29,14
RetailStore,NORTHEAST,Retail Store,Non-Compliant,1.0,2,69492,0,69492,69800.0,100.0,14.30000019,318962.8125,2.22,0.03,29
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,22780,0,22780,22780.0,33.0,55.40000153,402051.3125,2.8,0.12,50
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,1,124472,0,124472,124423.0,62.0,72.80000305,6345882.5,237.36,1.91,49
LargeOffice,DOWNTOWN,Office,Compliant,1.0,22,227556,98556,129000,227556.0,95.0,123.5,8950688.0,59.21,0.26,46
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,1,50065,0,50065,49918.0,72.0,71.90000153,1751500.375,42.65,0.85,49
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,1,57540,0,57540,57540.0,26.0,98.90000153,2808274.75,76.68,1.33,47
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,85400,0,85400,85400.0,49.0,56.5,1536998.25,10.72,0.13,50
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,55700,0,55700,55700.0,63.0,29.79999924,528115.6875,3.62,0.06,50
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,1,53250,0,53250,52759.0,96.0,75.30000305,1760992.25,46.93,0.88,52
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,6,78672,28427,50245,78672.0,98.0,79.80000305,2220030.5,28.63,0.36,29
Warehouse,NORTHWEST,Non-Refrigerated Warehouse,Compliant,1.0,3,64660,0,64660,64660.0,89.0,13.10000038,333622.5938,6.32,0.1,30
MixedUseProperty,EAST,Other,Compliant,1.0,2,75844,19928,55916,28442.0,,194.8999939,3774978.5,38.48,0.51,89
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,1,161678,0,161678,162425.0,25.0,145.5,10093972.0,204.81,1.27,48
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,1,52613,0,52613,59504.0,80.0,40.29999924,1231121.75,32.02,0.61,36
Other,GREATER DUWAMISH,Other,Compliant,1.0,1,56608,0,56608,45340.0,,251.0,5246590.0,74.31,1.31,76
LargeOffice,LAKE UNION,Office,Compliant,1.0,6,336700,124800,211900,217977.0,95.0,113.5,9200102.0,54.92,0.16,11
RetailStore,LAKE UNION,Retail Store,Compliant,1.0,4,264008,159994,104014,98863.0,42.0,262.3999939,10443463.0,190.61,0.72,20
SmallandMidSizedOffice,CENTRAL,Office,Compliant,1.0,2,62220,0,62220,60676.0,32.0,275.2999878,5444253.5,38.55,0.62,102
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,1,65430,0,65430,60732.0,89.0,107.5999985,3586460.5,90.24,1.38,46
LargeOffice,NORTHEAST,Office,Compliant,1.0,3,102290,42440,59850,83715.0,26.0,224.3000031,6114351.5,49.17,0.48,10
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,2,323916,0,323916,263528.0,92.0,51.29999924,8767252.0,262.45,0.81,25
MixedUseProperty,GREATER DUWAMISH,Office,Compliant,1.0,14,304052,0,304052,218918.0,66.0,203.8000031,21290090.0,247.35,0.81,84
SmallandMidSizedOffice,LAKE UNION,Office,Compliant,1.0,4,85385,31210,54175,50235.0,,290.2999878,4910799.5,33.85,0.4,38
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,2,98024,0,98024,63896.0,94.0,52.09999847,2109093.75,42.25,0.43,27
MixedUseProperty,LAKE UNION,Office,Compliant,1.0,1,65000,15000,50000,20000.0,,208.8999939,2758081.75,63.89,0.98,88
LargeOffice,LAKE UNION,Office,Compliant,1.0,5,144573,66620,77953,78521.0,62.0,212.6999969,5318277.0,35.8,0.25,26
RetailStore,NORTH,Retail Store,Compliant,1.0,2,302812,0,302812,302812.0,97.0,65.5,7783388.0,129.29,0.43,66
SmallandMidSizedOffice,NORTHWEST,Office,Compliant,1.0,5,86400,0,86400,78200.0,53.0,232.0,9266020.0,293.55,3.4,42
Other,North,Strip Mall,Compliant,0.0,2,98539,0,98539,98539.0,,170.3000031,5502264.5,46.49,0.47,47
SmallandMidSizedOffice,NORTHWEST,Office,Compliant,1.0,6,86483,0,86483,86483.0,56.0,241.0,6636482.5,44.35,0.51,35
DistributionCenter,DELRIDGE,Distribution Center,Compliant,1.0,1,51600,0,51600,34400.0,75.0,57.40000153,1196293.25,22.1,0.43,40
Warehouse,DELRIDGE,Non-Refrigerated Warehouse,Compliant,1.0,1,140520,0,140520,140520.0,61.0,38.20000076,2502923.5,57.73,0.41,48
LargeOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,5,154029,62380,91649,91645.0,95.0,145.6999969,4636396.5,58.88,0.38,30
Other,NORTHWEST,Parking,Compliant,1.0,3,161789,91935,69854,91935.0,,317.1000061000001,7063953.5,49.28,0.3,11
MedicalOffice,NORTHWEST,Medical Office,Compliant,1.0,3,63909,0,63909,60670.0,,234.1999969,4765753.5,33.22,0.52,11
Warehouse,NORTHWEST,Non-Refrigerated Warehouse,Compliant,1.0,2,53472,0,53472,46846.0,,33.70000076,1065308.875,34.0,0.64,68
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,50417,0,50417,50417.0,14.0,80.19999695,2149815.75,58.67,1.16,36
MedicalOffice,NORTHWEST,Medical Office,Compliant,1.0,3,133298,0,133298,133298.0,21.0,308.2000122,16041286.0,295.48,2.22,55
RetailStore,NORTH,Retail Store,Compliant,1.0,2,168619,0,168619,173106.0,78.0,106.9000015,6718441.0,91.1,0.54,51
LargeOffice,LAKE UNION,Office,Compliant,1.0,4,175885,71385,104500,103970.0,91.0,195.8999939,6486377.5,45.22,0.26,16
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,2,104786,0,104786,104786.0,93.0,24.89999962,1153253.75,23.86,0.23,47
Other,GREATER DUWAMISH,Other,Compliant,1.0,1,53040,41600,11440,51427.0,,77.0,1901429.125,49.9,0.94,16
Other,GREATER DUWAMISH,Other,Compliant,0.0,1,110689,0,110689,110689.0,,33.20000076,2789899.0,107.83,0.97,43
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,1,53620,0,53620,53620.0,86.0,117.4000015,2145554.75,22.12,0.41,68
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,1,50008,0,50008,50008.0,62.0,163.8999939,3380481.5,65.3,1.31,78
LargeOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,4,291176,100176,191000,194674.0,98.0,106.5999985,6657348.5,49.74,0.17,7
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,50832,0,50832,43920.0,63.0,77.90000153,2551022.25,107.16,2.11,59
RefrigeratedWarehouse,GREATER DUWAMISH,Refrigerated Warehouse,Compliant,1.0,1,76354,0,76354,76486.0,70.0,114.3000031,2792753.5,20.29,0.27,45
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,98480,0,98480,98480.0,65.0,81.30000305,2898646.0,39.5,0.4,60
MixedUseProperty,LAKE UNION,Retail Store,Compliant,1.0,2,53002,0,53002,31602.0,75.0,171.1999969,3591767.75,64.0,1.21,112
SmallandMidSizedOffice,LAKE UNION,Office,Compliant,1.0,7,94002,0,94002,93905.0,70.0,189.3000031,5662234.0,39.47,0.42,46
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,93020,0,93020,93020.0,60.0,42.29999924,1252323.875,8.73,0.09,42
Other,DOWNTOWN,Other,Compliant,1.0,1,23000,0,23000,20310.0,,63.20000076,845892.1875,25.74,1.12,70
LargeOffice,DOWNTOWN,Office,Non-Compliant,5.0,7,154159,0,154159,193154.0,100.0,28.70000076,11348758.0,29.43,0.19,103
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,5,78920,0,78920,78564.0,88.0,113.0999985,2830674.75,19.73,0.25,112
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,7,99440,0,99440,65088.0,64.0,188.8000031,6669621.5,134.69,1.35,110
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,6,73260,0,73260,63871.0,82.0,148.5,3020795.0,19.89,0.27,109
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,69817,0,69817,34647.0,87.0,87.0,2380143.75,76.8,1.1,116
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,84750,0,84750,41609.0,,87.19999695,2165173.25,26.04,0.31,116
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,6,75496,13320,62176,45799.0,,195.0,3740114.25,24.89,0.33,116
LargeOffice,DOWNTOWN,Office,Compliant,1.0,4,164380,0,164380,123607.0,79.0,146.8000031,7778893.0,130.31,0.79,116
LargeOffice,DOWNTOWN,Office,Compliant,1.0,7,160580,0,160580,160580.0,98.0,69.69999695,4501784.0,99.59,0.62,109
SmallandMidSizedOffice,DOWNTOWN,Office,Error - Correct Default Data,1.0,6,73470,0,73470,47145.0,83.0,161.8999939,3408133.75,22.39,0.3,107
Other,DOWNTOWN,Other,Compliant,1.0,3,67755,0,67755,33647.0,,97.40000153,2031594.375,13.28,0.2,110
MixedUseProperty,GREATER DUWAMISH,Office,Compliant,1.0,3,56700,0,56700,26250.0,37.0,120.0,2462293.5,31.58,0.56,106
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,82852,0,82852,58472.0,83.0,58.79999924,2472120.0,65.56,0.79,94
Other,GREATER DUWAMISH,Other,Compliant,1.0,2,76442,0,76442,50500.0,,110.4000015,4608482.0,132.6,1.73,63
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,2,92792,0,92792,85343.0,56.0,79.09999847,3471977.25,74.18,0.8,54
Other,GREATER DUWAMISH,Manufacturing/Industrial Plant,Compliant,2.0,2,125519,0,125519,142901.0,,49.29999924,2244317.0,15.65,0.12,75
LargeOffice,GREATER DUWAMISH,Office,Compliant,1.0,4,129000,25800,103200,104869.0,80.0,131.0,4374646.0,30.5,0.24,116
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,78814,0,78814,78814.0,69.0,29.0,911161.3125,16.48,0.21,62
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,4,58970,0,58970,39870.0,,75.5,1916863.375,41.18,0.7,112
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,6,75600,10800,64800,51040.0,15.0,137.1999969,2688675.75,18.74,0.25,106
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,4,56270,0,56270,39884.0,,59.0,1056782.125,7.37,0.13,109
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,66842,0,66842,43122.0,31.0,241.1000061,5550151.0,138.35,2.07,112
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,6,75288,10800,64488,65508.0,81.0,142.5,2972492.75,20.18,0.27,107
LargeOffice,DOWNTOWN,Office,Compliant,1.0,7,184322,0,184322,183916.0,81.0,165.6000061,9722890.0,67.78,0.37,112
LargeOffice,DOWNTOWN,Office,Compliant,1.0,7,287853,0,287853,273812.0,43.0,280.2000122,25567108.0,182.14,0.63,7
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,2,64512,0,64512,63000.0,53.0,199.1000061,6114759.5,180.76,2.8,102
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,7,144050,0,144050,144050.0,26.0,66.40000153,4347677.0,98.43,0.68,90
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,3,60592,0,60592,60384.0,16.0,254.5,5107519.5,47.25,0.78,86
RetailStore,GREATER DUWAMISH,Retail Store,Compliant,1.0,1,107930,0,107930,107704.0,57.0,193.1000061,7589347.5,100.42,0.93,23
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,99084,0,99084,99084.0,83.0,36.29999924,1838287.25,49.25,0.5,90
DistributionCenter,Delridge,Distribution Center,Compliant,1.0,1,72719,0,72719,72719.0,28.0,100.4000015,2774363.5,42.74,0.59,63
SmallandMidSizedOffice,EAST,Office,Compliant,0.0,4,76624,0,76624,76624.0,91.0,121.5,3166841.75,33.41,0.44,86
LargeOffice,DELRIDGE,Office,Compliant,1.0,5,138106,16221,121885,119083.0,41.0,221.0,8381834.5,58.43,0.42,25
RetailStore,GREATER DUWAMISH,Retail Store,Compliant,1.0,1,56572,0,56572,56576.0,66.0,95.69999695,2540840.5,67.29,1.19,43
LargeOffice,DOWNTOWN,Office,Compliant,1.0,11,312512,0,312512,303312.0,,257.7999878,25747022.0,185.39,0.59,16
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,6,97720,0,97720,51881.0,,105.6999969,2478025.25,17.28,0.18,90
MedicalOffice,EAST,Medical Office,Compliant,1.0,10,422503,206580,215923,197408.0,46.0,264.7000122,17254810.0,190.1,0.45,31
MedicalOffice,CENTRAL,Medical Office,Compliant,1.0,7,94500,0,94500,113739.0,68.0,158.5,5739540.0,40.38,0.43,29
RetailStore,DELRIDGE,Retail Store,Compliant,0.0,1,94713,0,94713,109758.0,79.0,135.3000031,5820712.5,94.74,1.0,11
MedicalOffice,EAST,Medical Office,Compliant,1.0,9,302902,101342,201560,201365.0,58.0,224.1000061,14802479.0,130.32,0.43,8
LargeOffice,DOWNTOWN,Office,Compliant,1.0,6,205521,0,205521,114919.0,94.0,127.4000015,8455976.0,282.46,1.37,116
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,6,56700,0,56700,46000.0,55.0,170.3999939,3065954.5,21.37,0.38,116
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,4,72000,0,72000,72000.0,89.0,116.4000015,2739121.5,23.48,0.33,91
LargeOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,4,191146,94892,96254,103000.0,93.0,155.5,5101504.5,35.56,0.19,16
LargeOffice,DOWNTOWN,Office,Compliant,1.0,14,362046,0,362046,232443.0,86.0,207.8000031,15725581.0,116.95,0.32,8
LargeOffice,DOWNTOWN,Office,Compliant,1.0,23,538933,0,538933,366554.0,90.0,140.0,16339807.0,111.69,0.21,15
Other,DOWNTOWN,Parking,Compliant,1.0,6,275982,197130,78852,197040.0,,208.3999939,5233553.5,36.49,0.13,33
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,5,98668,0,98668,98668.0,91.0,139.8999939,4395027.0,30.61,0.31,34
LargeOffice,GREATER DUWAMISH,Office,Compliant,1.0,1,158931,28381,130550,80157.0,12.0,210.39999390000003,9336260.0,98.54,0.62,9
RetailStore,MAGNOLIA / QUEEN ANNE,Retail Store,Compliant,1.0,1,50660,0,50660,50660.0,51.0,133.1000061,2956254.5,60.7,1.2,38
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,2,61929,0,61929,39879.0,59.0,133.3999939,2421613.25,55.73,0.9,79
